Status,Life expectancy ,Adult Mortality,Hepatitis B, BMI ,Polio,Diphtheria , thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
0.0,69.0,176.0,97.0,52.9,97.0,97.0,3.3,3.2,0.623,11.2
0.0,68.6,178.0,98.0,52.3,98.0,98.0,3.3,3.3,0.621,11.3
0.0,68.7,177.0,97.0,51.8,97.0,97.0,3.4,3.4,0.617,11.2
0.0,68.6,177.0,99.0,51.2,99.0,99.0,3.5,3.4,0.612,11.1
0.0,68.8,171.0,98.0,5.7,98.0,98.0,3.6,3.5,0.606,11.0
0.0,73.5,178.0,91.0,56.1,92.0,91.0,1.6,1.5,0.678,13.2
0.0,73.3,181.0,93.0,55.4,93.0,94.0,1.6,1.6,0.676,13.2
0.0,73.0,184.0,92.0,54.7,92.0,92.0,1.6,1.6,0.675,13.2
0.0,73.0,181.0,92.0,54.1,93.0,92.0,1.6,1.6,0.67,13.2
0.0,72.0,197.0,89.0,53.4,9.0,89.0,1.7,1.6,0.666,13.0
0.0,72.0,191.0,89.0,52.8,89.0,89.0,1.7,1.6,0.662,12.9
0.0,71.4,23.0,91.0,52.1,91.0,91.0,1.7,1.6,0.662,12.8
0.0,71.7,194.0,98.0,51.4,98.0,98.0,1.8,1.7,0.659,13.4
0.0,71.2,23.0,99.0,5.8,99.0,99.0,1.8,1.7,0.657,12.9
0.0,75.0,211.0,96.0,5.1,96.0,96.0,1.8,1.7,0.651,12.9
0.0,71.0,213.0,89.0,49.4,89.0,89.0,1.9,1.8,0.644,12.7
0.0,70.0,215.0,9.0,48.6,9.0,9.0,1.9,1.8,0.636,12.4
0.0,69.9,29.0,94.0,47.8,93.0,94.0,2.0,1.9,0.628,12.0
0.0,73.0,24.0,81.0,47.0,81.0,81.0,2.0,1.9,0.621,11.8
0.0,68.9,219.0,75.0,46.2,94.0,92.0,2.1,2.0,0.615,11.6
0.0,69.0,218.0,99.0,45.3,98.0,99.0,2.1,2.0,0.607,11.3
0.0,58.2,32.0,16.0,24.5,17.0,16.0,8.4,8.3,0.582,9.2
0.0,57.9,32.0,2.0,24.0,24.0,2.0,8.5,8.4,0.582,9.2
0.0,64.7,255.0,95.0,18.6,95.0,95.0,8.4,8.2,0.418,5.0
0.0,64.4,261.0,94.0,18.0,94.0,94.0,8.5,8.3,0.416,5.0
0.0,64.0,266.0,94.0,17.5,94.0,94.0,8.6,8.4,0.414,5.0
0.0,63.6,274.0,94.0,17.0,94.0,94.0,8.7,8.6,0.41,5.0
0.0,62.9,286.0,96.0,16.5,96.0,96.0,8.8,8.7,0.405,5.0
0.0,62.1,298.0,9.0,16.0,9.0,9.0,8.9,8.8,0.404,5.1
0.0,61.4,311.0,92.0,15.5,92.0,92.0,9.0,8.9,0.402,5.2
0.0,67.0,322.0,94.0,15.1,94.0,94.0,9.1,9.1,0.406,5.2
0.0,62.0,329.0,91.0,14.7,91.0,91.0,9.2,9.2,0.405,5.3
0.0,59.7,336.0,94.0,14.3,94.0,94.0,9.3,9.3,0.405,5.3
0.0,59.4,34.0,96.0,13.9,96.0,96.0,9.4,9.5,0.0,5.4
0.0,59.1,342.0,84.0,13.6,98.0,98.0,9.6,9.6,0.0,5.0
0.0,58.8,343.0,91.0,13.3,95.0,93.0,9.7,9.7,0.0,4.7
0.0,58.5,343.0,86.0,13.1,92.0,9.0,9.9,9.9,0.0,4.4
0.0,77.6,119.0,91.0,59.9,93.0,93.0,1.9,1.9,0.863,16.5
0.0,77.3,122.0,93.0,59.4,93.0,93.0,1.9,1.9,0.86,16.5
0.0,76.9,127.0,93.0,59.0,94.0,94.0,1.9,1.9,0.856,16.5
0.0,76.3,135.0,94.0,58.5,94.0,94.0,1.9,1.9,0.85,16.5
0.0,76.1,138.0,94.0,58.0,93.0,93.0,1.9,2.0,0.838,16.4
0.0,75.6,137.0,94.0,57.6,94.0,94.0,1.9,2.0,0.833,16.2
0.0,74.9,156.0,95.0,57.1,95.0,95.0,2.0,2.0,0.836,16.1
0.0,74.2,167.0,94.0,56.7,95.0,95.0,2.0,2.1,0.835,16.1
0.0,73.0,189.0,95.0,56.3,95.0,95.0,2.0,2.1,0.829,16.1
0.0,73.0,188.0,95.0,55.9,95.0,95.0,2.1,2.2,0.822,16.1
0.0,72.8,189.0,95.0,55.5,96.0,96.0,2.1,2.2,0.812,15.9
0.0,72.3,195.0,9.0,55.2,95.0,94.0,2.2,2.3,0.805,15.7
0.0,64.8,225.0,77.0,17.6,75.0,77.0,1.4,1.2,0.441,8.4
0.0,64.2,234.0,77.0,17.2,75.0,77.0,1.5,1.3,0.435,8.4
0.0,63.7,237.0,72.0,16.8,7.0,72.0,1.6,1.4,0.427,8.4
0.0,63.3,241.0,69.0,16.4,7.0,69.0,1.7,1.5,0.422,8.4
0.0,62.6,249.0,65.0,16.0,7.0,65.0,1.9,1.6,0.411,8.2
0.0,61.8,261.0,62.0,15.6,69.0,61.0,11.0,1.7,0.401,8.1
0.0,68.0,274.0,56.0,15.3,65.0,58.0,11.1,1.8,0.393,8.1
0.0,59.8,289.0,52.0,14.9,63.0,54.0,11.2,1.9,0.378,7.6
0.0,58.5,39.0,47.0,14.5,61.0,5.0,11.3,11.0,0.362,7.1
0.0,69.9,188.0,99.0,62.7,99.0,99.0,4.0,3.7,0.734,15.3
0.0,69.7,19.0,99.0,61.9,99.0,99.0,4.0,3.7,0.727,15.2
0.0,69.6,192.0,99.0,61.1,99.0,99.0,4.0,3.7,0.719,15.0
0.0,69.4,195.0,99.0,6.2,99.0,99.0,4.0,3.7,0.714,14.9
0.0,69.2,197.0,99.0,59.5,99.0,99.0,4.0,3.7,0.709,14.7
0.0,69.1,2.0,99.0,58.7,99.0,99.0,4.0,3.7,0.706,14.6
0.0,68.9,23.0,99.0,58.0,99.0,99.0,4.0,3.7,0.704,14.5
0.0,68.7,26.0,99.0,57.3,99.0,99.0,4.0,3.7,0.7,14.3
0.0,68.6,29.0,99.0,56.6,99.0,99.0,4.1,3.8,0.698,14.2
0.0,68.5,211.0,99.0,55.9,98.0,98.0,4.1,3.8,0.695,14.0
0.0,68.3,214.0,99.0,55.1,97.0,96.0,4.1,3.8,0.699,13.9
0.0,68.1,218.0,99.0,54.2,96.0,95.0,4.2,3.9,0.691,13.4
0.0,68.0,22.0,99.0,53.2,95.0,94.0,4.2,3.9,0.689,13.3
0.0,67.9,22.0,99.0,52.2,94.0,93.0,4.2,3.9,0.687,13.3
0.0,67.8,221.0,98.0,51.2,92.0,91.0,4.3,4.0,0.683,13.2
0.0,67.7,221.0,98.0,5.2,91.0,9.0,4.3,4.0,0.681,13.1
0.0,82.4,78.0,86.0,62.5,98.0,98.0,0.7,0.6,0.894,16.3
0.0,82.2,79.0,83.0,62.0,98.0,98.0,0.6,0.6,0.89,16.2
0.0,82.0,81.0,74.0,61.6,99.0,99.0,0.6,0.6,0.887,16.2
0.0,81.5,83.0,78.0,61.1,99.0,99.0,0.6,0.6,0.885,16.1
0.0,81.7,83.0,74.0,6.6,99.0,99.0,0.6,0.6,0.882,16.1
0.0,81.3,86.0,65.0,6.1,99.0,99.0,0.6,0.6,0.879,16.0
0.0,81.1,88.0,51.0,59.6,98.0,98.0,0.6,0.6,0.879,16.0
0.0,89.0,88.0,47.0,59.1,98.0,98.0,0.6,0.6,0.877,16.1
0.0,89.0,89.0,42.0,58.6,99.0,98.0,0.6,0.6,0.873,16.1
0.0,86.0,92.0,39.0,58.0,99.0,99.0,0.6,0.6,0.87,16.1
0.0,81.0,93.0,35.0,57.5,98.0,98.0,0.6,0.6,0.86,15.5
0.0,82.0,94.0,35.0,57.0,99.0,98.0,0.6,0.6,0.857,15.5
0.0,79.3,99.0,28.0,56.4,96.0,97.0,0.6,0.6,0.852,15.4
0.0,79.2,11.0,29.0,55.8,97.0,97.0,0.7,0.6,0.851,15.5
0.0,79.0,13.0,28.0,55.2,98.0,97.0,0.7,0.6,0.849,15.6
0.0,78.8,13.0,26.0,54.6,98.0,97.0,0.7,0.6,0.844,15.7
0.0,66.0,229.0,8.0,36.3,79.0,8.0,6.1,5.9,0.694,12.6
0.0,65.5,237.0,7.0,35.8,68.0,7.0,6.1,6.0,0.687,12.6
0.0,64.6,255.0,79.0,35.2,77.0,79.0,6.2,6.1,0.678,12.5
0.0,63.5,276.0,82.0,34.6,8.0,82.0,6.3,6.2,0.669,12.5
0.0,62.8,289.0,75.0,34.1,75.0,75.0,6.4,6.3,0.664,12.5
0.0,62.3,294.0,67.0,33.5,68.0,67.0,6.5,6.4,0.66,12.5
0.0,61.7,31.0,79.0,33.0,74.0,76.0,6.7,6.5,0.652,12.4
0.0,61.6,298.0,82.0,32.4,81.0,82.0,6.8,6.6,0.651,12.4
0.0,61.6,291.0,75.0,31.9,78.0,81.0,6.9,6.8,0.645,12.4
0.0,61.4,288.0,52.0,31.4,44.0,45.0,7.1,6.9,0.646,12.4
0.0,65.0,37.0,28.0,3.8,44.0,45.0,7.2,7.1,0.64,12.4
0.0,61.1,262.0,97.0,27.3,96.0,97.0,7.3,7.2,0.45,8.9
0.0,68.0,266.0,96.0,26.7,97.0,96.0,7.5,7.3,0.449,8.9
0.0,66.0,266.0,97.0,26.0,96.0,97.0,7.6,7.5,0.445,8.9
0.0,62.0,269.0,98.0,25.4,98.0,98.0,7.8,7.7,0.44,8.8
0.0,59.8,277.0,96.0,24.8,95.0,96.0,8.0,7.9,0.441,8.7
0.0,59.3,284.0,97.0,24.1,97.0,97.0,8.2,8.1,0.439,8.8
0.0,59.0,286.0,97.0,23.5,97.0,98.0,8.4,8.3,0.434,8.9
0.0,58.7,287.0,98.0,22.8,96.0,96.0,8.6,8.5,0.426,8.6
0.0,58.5,288.0,97.0,22.2,94.0,95.0,8.8,8.7,0.42,8.4
0.0,58.2,288.0,95.0,21.5,94.0,95.0,9.0,8.9,0.415,8.1
0.0,57.7,294.0,95.0,2.9,94.0,95.0,9.2,9.1,0.412,7.8
0.0,57.3,296.0,95.0,2.3,88.0,87.0,9.4,9.3,0.404,7.6
0.0,57.0,297.0,94.0,19.7,87.0,87.0,9.6,9.6,0.395,7.3
0.0,56.6,298.0,92.0,19.1,86.0,87.0,9.8,9.8,0.392,7.0
0.0,56.3,3.0,91.0,18.5,85.0,87.0,1.0,1.0,0.384,6.8
0.0,55.9,33.0,91.0,18.0,84.0,8.0,1.2,1.2,0.377,6.5
0.0,74.4,129.0,94.0,56.2,91.0,94.0,2.7,2.8,0.768,13.9
0.0,74.5,125.0,91.0,55.3,91.0,91.0,2.7,2.8,0.759,13.5
0.0,74.5,128.0,96.0,54.4,94.0,93.0,2.7,2.8,0.755,13.5
0.0,74.2,13.0,92.0,53.6,93.0,92.0,2.6,2.8,0.749,13.4
0.0,73.9,127.0,89.0,52.8,88.0,94.0,2.6,2.8,0.742,13.3
0.0,73.8,132.0,95.0,52.0,88.0,92.0,2.6,2.8,0.738,13.3
0.0,73.2,133.0,54.0,51.3,93.0,88.0,2.6,2.8,0.734,12.8
0.0,73.9,128.0,89.0,5.5,9.0,92.0,2.6,2.8,0.735,13.1
0.0,74.4,12.0,94.0,49.9,88.0,98.0,2.7,2.9,0.722,12.5
0.0,73.9,126.0,84.0,49.2,89.0,88.0,2.7,2.9,0.714,12.6
0.0,73.9,128.0,79.0,48.6,82.0,82.0,2.8,2.9,0.703,12.2
0.0,72.3,134.0,64.0,48.1,66.0,78.0,2.8,3.0,0.694,12.0
0.0,72.7,132.0,48.0,47.5,74.0,75.0,2.9,3.0,0.684,11.8
0.0,71.7,142.0,51.0,47.0,89.0,84.0,2.9,3.0,0.677,11.8
0.0,73.0,121.0,61.0,46.5,83.0,87.0,3.0,3.1,0.673,11.7
0.0,71.8,129.0,55.0,46.0,81.0,8.0,3.1,3.1,0.0,11.4
1.0,81.0,68.0,88.0,62.3,94.0,95.0,1.1,1.1,0.924,17.1
1.0,89.0,69.0,88.0,61.9,94.0,95.0,1.1,1.1,0.92,17.0
1.0,86.0,71.0,88.0,61.4,94.0,95.0,1.1,1.1,0.919,16.9
1.0,86.0,71.0,88.0,6.9,94.0,95.0,1.1,1.1,0.916,16.9
1.0,85.0,74.0,88.0,6.4,94.0,95.0,1.1,1.1,0.912,16.8
1.0,81.0,76.0,88.0,59.9,94.0,95.0,1.1,1.1,0.907,16.7
1.0,80.0,79.0,88.0,59.5,95.0,96.0,1.1,1.1,0.906,16.7
1.0,79.9,8.0,87.0,59.0,95.0,96.0,1.1,1.1,0.903,16.6
1.0,79.8,82.0,86.0,58.5,95.0,96.0,1.1,1.1,0.898,16.6
1.0,79.6,84.0,87.0,58.0,94.0,96.0,1.1,1.1,0.892,16.5
1.0,79.2,85.0,9.0,57.6,95.0,96.0,1.1,1.1,0.884,16.4
1.0,79.1,86.0,88.0,57.1,96.0,96.0,1.1,1.1,0.877,16.4
1.0,78.5,9.0,9.0,56.6,96.0,97.0,1.1,1.1,0.872,16.3
1.0,78.4,91.0,87.0,56.1,97.0,93.0,1.2,1.1,0.867,16.3
1.0,78.3,92.0,86.0,55.6,96.0,93.0,1.2,1.1,0.86,16.2
1.0,78.0,95.0,84.0,55.1,94.0,9.0,1.2,1.2,0.855,16.2
0.0,62.4,249.0,88.0,28.6,88.0,88.0,6.2,6.1,0.575,11.4
0.0,62.1,253.0,98.0,28.0,93.0,98.0,6.4,6.3,0.576,11.7
0.0,61.9,254.0,9.0,27.3,91.0,9.0,6.6,6.4,0.57,11.5
0.0,61.6,257.0,92.0,26.7,91.0,92.0,6.7,6.6,0.563,11.2
0.0,61.2,263.0,91.0,26.1,91.0,91.0,6.9,6.8,0.554,10.9
0.0,69.0,267.0,94.0,25.5,94.0,94.0,7.1,7.0,0.547,10.5
0.0,66.0,271.0,94.0,24.9,94.0,94.0,7.3,7.2,0.542,10.4
0.0,63.0,275.0,93.0,24.2,92.0,93.0,7.5,7.4,0.53,9.8
0.0,59.9,28.0,94.0,23.6,94.0,94.0,7.7,7.6,0.519,9.1
0.0,59.4,288.0,84.0,23.0,84.0,84.0,7.9,7.9,0.51,8.7
0.0,58.9,296.0,84.0,22.4,85.0,84.0,8.1,8.1,0.499,8.1
0.0,58.3,34.0,8.0,21.8,81.0,8.0,8.4,8.3,0.491,7.7
0.0,57.9,38.0,8.0,21.2,8.0,8.0,8.6,8.5,0.489,7.9
0.0,57.6,31.0,8.0,2.7,8.0,78.0,8.8,8.8,0.484,7.6
0.0,81.0,72.0,96.0,66.5,99.0,99.0,0.8,0.7,0.865,17.2
0.0,88.0,73.0,96.0,66.0,99.0,99.0,0.8,0.7,0.862,17.2
0.0,86.0,74.0,98.0,65.4,99.0,99.0,0.8,0.7,0.86,17.1
0.0,84.0,76.0,98.0,64.9,99.0,99.0,0.8,0.7,0.858,16.8
0.0,85.0,76.0,95.0,64.3,99.0,99.0,0.8,0.7,0.86,16.7
0.0,83.0,76.0,95.0,63.7,99.0,99.0,0.8,0.7,0.859,16.4
0.0,80.0,78.0,95.0,63.1,99.0,99.0,0.8,0.7,0.857,16.2
0.0,79.9,77.0,95.0,62.4,99.0,99.0,0.8,0.7,0.853,15.9
0.0,79.4,8.0,95.0,61.8,99.0,99.0,0.8,0.7,0.855,16.4
0.0,79.7,77.0,94.0,61.2,98.0,98.0,0.8,0.7,0.85,16.3
0.0,79.3,81.0,93.0,6.5,96.0,96.0,0.8,0.7,0.839,15.6
0.0,79.2,81.0,92.0,59.9,95.0,95.0,0.8,0.8,0.83,15.3
0.0,79.1,81.0,92.0,59.2,93.0,94.0,0.8,0.8,0.823,15.2
0.0,79.0,81.0,91.0,58.6,92.0,92.0,0.8,0.8,0.811,14.6
0.0,78.7,83.0,9.0,58.0,9.0,91.0,0.9,0.8,0.801,14.2
0.0,78.2,84.0,89.0,57.4,89.0,89.0,0.9,0.8,0.794,13.9
0.0,73.6,142.0,92.0,48.4,99.0,92.0,3.8,3.8,0.751,15.8
0.0,73.5,143.0,97.0,47.4,81.0,97.0,3.8,3.8,0.749,15.8
0.0,73.3,144.0,97.0,46.5,98.0,97.0,3.8,3.8,0.746,15.8
0.0,73.1,146.0,97.0,45.6,98.0,97.0,3.8,3.8,0.744,15.8
0.0,72.9,15.0,94.0,44.7,95.0,95.0,3.8,3.8,0.741,15.8
0.0,72.6,154.0,97.0,43.9,94.0,97.0,3.8,3.8,0.0,15.8
0.0,72.4,158.0,99.0,43.1,99.0,99.0,3.8,3.8,0.0,15.6
0.0,72.1,162.0,99.0,42.4,99.0,99.0,3.8,3.9,0.0,15.4
0.0,71.9,164.0,96.0,41.8,96.0,96.0,3.9,3.9,0.0,15.3
0.0,71.7,167.0,91.0,41.1,91.0,91.0,3.9,3.9,0.0,15.1
0.0,71.5,169.0,99.0,4.5,99.0,99.0,3.9,4.0,0.0,14.9
0.0,73.0,187.0,83.0,39.9,84.0,83.0,4.0,4.0,0.0,14.8
0.0,71.1,173.0,97.0,39.4,98.0,97.0,4.0,4.1,0.0,14.6
0.0,79.0,176.0,98.0,38.8,98.0,98.0,4.1,4.1,0.0,14.4
0.0,77.0,178.0,96.0,38.2,96.0,96.0,4.2,4.2,0.0,14.3
0.0,71.9,186.0,74.0,5.6,9.0,74.0,1.2,1.2,0.637,10.7
0.0,71.7,187.0,73.0,49.9,65.0,73.0,1.2,1.2,0.614,10.7
0.0,71.4,189.0,85.0,49.3,84.0,85.0,1.2,1.2,0.611,10.7
0.0,71.3,189.0,96.0,48.6,94.0,96.0,1.2,1.2,0.616,10.6
0.0,71.1,193.0,88.0,47.9,88.0,88.0,1.2,1.2,0.609,10.5
0.0,77.0,196.0,94.0,47.2,94.0,94.0,1.3,1.3,0.602,10.5
0.0,76.0,198.0,92.0,46.5,92.0,92.0,1.3,1.3,0.596,10.4
0.0,79.0,19.0,95.0,45.9,96.0,95.0,1.3,1.3,0.589,10.4
0.0,75.0,192.0,85.0,45.2,85.0,85.0,1.3,1.3,0.578,10.1
0.0,69.7,24.0,89.0,44.5,9.0,89.0,1.4,1.4,0.57,9.8
0.0,69.2,28.0,87.0,43.8,87.0,87.0,1.4,1.4,0.567,9.6
0.0,59.0,284.0,54.0,23.3,42.0,54.0,7.3,7.3,0.414,8.8
0.0,58.1,299.0,51.0,22.7,42.0,51.0,7.5,7.4,0.412,8.6
0.0,58.8,284.0,63.0,22.2,63.0,63.0,7.7,7.6,0.406,8.5
0.0,58.4,288.0,62.0,21.7,63.0,62.0,7.8,7.8,0.396,8.5
0.0,58.1,29.0,63.0,21.2,63.0,63.0,8.0,8.0,0.385,8.4
0.0,57.8,291.0,64.0,2.8,62.0,64.0,8.2,8.2,0.38,8.3
0.0,57.3,297.0,57.0,2.3,6.0,57.0,8.4,8.4,0.376,8.1
0.0,56.8,33.0,57.0,19.8,59.0,6.0,8.6,8.6,0.371,7.9
0.0,56.4,36.0,57.0,19.4,46.0,63.0,8.9,8.8,0.364,7.6
0.0,58.9,275.0,87.0,26.3,87.0,87.0,7.1,7.0,0.421,9.2
0.0,58.4,282.0,87.0,25.6,87.0,87.0,7.3,7.1,0.419,9.2
0.0,58.1,279.0,87.0,25.0,87.0,87.0,7.5,7.3,0.415,9.1
0.0,57.6,285.0,87.0,24.3,87.0,87.0,7.7,7.5,0.416,9.1
0.0,57.1,289.0,86.0,23.7,85.0,86.0,7.8,7.7,0.41,9.0
0.0,56.7,287.0,83.0,23.1,82.0,83.0,8.0,7.9,0.405,8.9
0.0,56.3,288.0,8.0,22.5,78.0,8.0,8.3,8.1,0.401,8.9
0.0,66.2,215.0,95.0,46.7,92.0,95.0,5.5,5.3,0.638,10.3
0.0,66.0,217.0,98.0,45.9,97.0,98.0,5.5,5.3,0.636,10.3
0.0,65.9,218.0,98.0,45.0,98.0,98.0,5.5,5.3,0.633,10.3
0.0,65.8,22.0,97.0,44.1,97.0,97.0,5.6,5.3,0.63,10.6
0.0,65.6,229.0,93.0,43.2,93.0,93.0,5.6,5.3,0.624,10.3
0.0,65.9,221.0,95.0,42.4,95.0,95.0,5.6,5.3,0.618,10.2
0.0,66.1,218.0,98.0,41.6,97.0,98.0,5.6,5.4,0.618,10.5
0.0,66.3,218.0,93.0,4.9,93.0,93.0,5.6,5.4,0.618,10.7
0.0,65.7,232.0,94.0,4.3,94.0,94.0,5.7,5.5,0.62,11.2
0.0,65.2,24.0,93.0,39.6,92.0,93.0,5.7,5.5,0.622,11.7
0.0,65.0,238.0,93.0,39.0,93.0,93.0,5.7,5.5,0.619,11.4
0.0,65.1,237.0,91.0,38.4,91.0,91.0,5.8,5.6,0.613,11.2
0.0,65.3,237.0,9.0,37.8,91.0,9.0,5.8,5.6,0.611,11.1
0.0,65.3,244.0,91.0,37.1,93.0,91.0,5.9,5.7,0.609,11.0
0.0,65.4,247.0,85.0,36.4,9.0,85.0,5.9,5.7,0.606,10.9
0.0,63.5,24.0,6.0,49.9,56.0,6.0,3.9,3.9,0.49,9.1
0.0,63.1,245.0,48.0,48.8,55.0,48.0,3.9,3.9,0.487,9.1
0.0,62.7,253.0,68.0,47.7,67.0,68.0,3.9,3.9,0.483,9.1
0.0,74.6,147.0,97.0,51.0,97.0,97.0,2.1,2.1,0.623,11.2
0.0,74.5,149.0,97.0,5.2,97.0,97.0,2.1,2.1,0.618,11.4
0.0,74.3,15.0,97.0,49.3,97.0,97.0,2.2,2.1,0.614,11.6
0.0,74.1,151.0,97.0,48.4,97.0,97.0,2.2,2.1,0.614,11.6
0.0,73.9,153.0,97.0,47.6,97.0,97.0,2.2,2.2,0.611,11.7
0.0,73.6,156.0,97.0,46.8,97.0,97.0,2.3,2.2,0.606,11.5
0.0,73.4,157.0,97.0,45.9,97.0,97.0,2.3,2.2,0.603,11.3
0.0,73.2,159.0,92.0,45.1,93.0,93.0,2.3,2.3,0.597,11.1
0.0,73.0,16.0,93.0,44.3,94.0,94.0,2.4,2.3,0.59,10.9
0.0,72.8,161.0,94.0,43.5,94.0,95.0,2.4,2.4,0.583,10.8
0.0,72.5,163.0,97.0,42.8,98.0,98.0,2.5,2.4,0.577,10.6
0.0,72.2,165.0,93.0,42.0,94.0,94.0,2.6,2.5,0.571,10.4
0.0,71.9,166.0,91.0,41.2,92.0,92.0,2.6,2.5,0.566,10.3
0.0,71.6,169.0,94.0,4.4,95.0,95.0,2.7,2.6,0.561,10.1
0.0,71.3,171.0,95.0,39.6,99.0,96.0,2.7,2.7,0.557,9.9
0.0,71.0,174.0,93.0,38.8,88.0,94.0,2.8,2.7,0.551,9.8
0.0,68.3,181.0,87.0,18.7,86.0,87.0,26.7,27.3,0.615,11.6
0.0,68.0,184.0,79.0,18.1,84.0,85.0,26.8,27.4,0.607,11.6
0.0,67.6,187.0,7.0,17.5,82.0,83.0,26.8,27.5,0.599,11.5
0.0,67.3,19.0,73.0,17.0,79.0,82.0,26.9,27.6,0.59,11.3
0.0,66.8,193.0,44.0,16.4,79.0,82.0,26.9,27.7,0.58,10.8
0.0,66.4,196.0,38.0,15.9,76.0,79.0,27.0,27.8,0.569,10.4
0.0,66.0,2.0,37.0,15.4,73.0,74.0,27.0,27.8,0.563,10.5
0.0,65.5,23.0,29.0,14.9,69.0,7.0,27.0,27.9,0.556,10.2
0.0,65.2,26.0,6.0,14.4,67.0,64.0,27.1,28.0,0.546,9.9
0.0,64.8,28.0,6.0,13.9,66.0,65.0,27.1,28.0,0.536,9.7
0.0,64.4,211.0,8.0,13.5,65.0,65.0,27.2,28.1,0.526,9.4
0.0,64.0,214.0,6.0,13.0,58.0,63.0,27.2,28.2,0.518,9.2
0.0,69.1,176.0,78.0,27.4,8.0,78.0,1.4,1.2,0.686,12.9
0.0,68.9,179.0,78.0,26.5,8.0,78.0,1.4,1.2,0.682,12.9
0.0,68.7,181.0,85.0,25.6,86.0,85.0,1.5,1.3,0.677,12.9
0.0,68.5,183.0,83.0,24.7,84.0,83.0,1.5,1.4,0.669,12.6
0.0,68.3,185.0,81.0,23.8,81.0,81.0,1.6,1.5,0.662,12.3
0.0,68.1,187.0,83.0,22.9,82.0,81.0,1.6,1.5,0.656,12.1
0.0,67.9,189.0,82.0,22.1,85.0,78.0,1.7,1.6,0.645,11.7
0.0,67.7,189.0,82.0,21.3,83.0,77.0,1.7,1.7,0.641,11.7
0.0,67.5,19.0,76.0,2.5,77.0,73.0,1.8,1.7,0.638,11.0
0.0,67.3,191.0,66.0,19.7,78.0,72.0,1.8,1.8,0.632,10.9
0.0,67.2,19.0,65.0,19.0,79.0,72.0,1.9,1.9,0.629,11.1
0.0,65.3,213.0,64.0,18.2,79.0,71.0,1.9,1.9,0.624,11.0
0.0,66.9,189.0,64.0,17.5,8.0,71.0,1.9,11.0,0.613,10.8
0.0,66.7,189.0,63.0,16.7,8.0,7.0,11.0,11.1,0.608,10.6
0.0,66.5,188.0,62.0,16.0,77.0,76.0,11.0,11.1,0.604,10.6
0.0,66.3,188.0,65.0,15.4,72.0,75.0,11.0,11.2,0.597,10.7
0.0,75.5,83.0,98.0,59.7,98.0,98.0,8.5,8.6,0.774,14.8
0.0,75.4,83.0,99.0,58.5,99.0,99.0,8.3,8.4,0.77,14.9
0.0,75.3,83.0,99.0,57.2,98.0,98.0,8.2,8.3,0.769,15.0
0.0,75.1,85.0,98.0,56.0,99.0,99.0,8.0,8.2,0.755,13.6
0.0,74.7,93.0,99.0,54.8,99.0,99.0,7.9,8.1,0.745,13.1
0.0,74.1,16.0,99.0,53.6,99.0,99.0,7.8,8.0,0.735,12.9
0.0,73.3,122.0,99.0,52.5,99.0,99.0,7.7,7.9,0.728,12.8
0.0,72.7,135.0,99.0,51.4,99.0,99.0,7.6,7.8,0.716,12.1
0.0,72.4,138.0,97.0,5.4,98.0,99.0,7.5,7.8,0.704,11.8
0.0,72.2,139.0,98.0,49.4,99.0,98.0,7.4,7.7,0.692,11.4
0.0,72.0,139.0,94.0,48.5,95.0,95.0,7.4,7.7,0.687,11.4
0.0,71.8,139.0,95.0,47.6,98.0,99.0,7.4,7.7,0.686,11.8
0.0,75.0,154.0,98.0,46.9,99.0,99.0,7.5,7.7,0.679,11.8
0.0,71.2,142.0,99.0,46.2,99.0,99.0,7.6,7.7,0.674,11.9
0.0,78.0,146.0,94.0,45.5,95.0,96.0,7.7,7.8,0.666,11.6
0.0,73.0,15.0,99.0,44.9,99.0,99.0,7.8,7.9,0.66,11.6
0.0,68.9,182.0,56.0,59.1,63.0,58.0,5.3,5.1,0.649,10.1
0.0,67.9,199.0,62.0,58.5,67.0,64.0,5.3,5.1,0.658,10.1
0.0,69.5,17.0,66.0,57.8,7.0,68.0,5.3,5.1,0.659,10.3
0.0,76.0,147.0,61.0,57.2,7.0,69.0,5.3,5.1,0.656,10.5
0.0,77.0,144.0,77.0,56.5,8.0,79.0,5.3,5.1,0.649,10.4
0.0,76.0,145.0,72.0,55.8,74.0,74.0,5.3,5.1,0.646,10.4
0.0,74.0,148.0,75.0,55.2,78.0,78.0,5.4,5.1,0.643,10.3
0.0,69.3,167.0,66.0,54.5,71.0,69.0,5.4,5.1,0.638,10.3
0.0,65.9,227.0,56.0,53.8,74.0,57.0,5.4,5.1,0.636,10.2
0.0,64.7,249.0,59.0,53.2,63.0,59.0,5.4,5.1,0.631,10.2
0.0,66.8,29.0,65.0,52.5,69.0,65.0,5.4,5.2,0.628,10.1
0.0,67.2,21.0,62.0,51.9,69.0,74.0,5.4,5.2,0.603,9.8
0.0,66.5,213.0,63.0,51.3,73.0,75.0,5.5,5.2,0.616,9.4
0.0,74.0,14.0,65.0,5.6,76.0,77.0,5.5,5.3,0.614,9.1
0.0,72.0,142.0,66.0,5.1,8.0,78.0,5.6,5.3,0.607,8.7
0.0,70.0,144.0,67.0,49.5,83.0,8.0,5.6,5.4,0.603,8.6
1.0,81.4,64.0,95.0,62.8,95.0,95.0,0.3,0.2,0.92,18.6
