,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
4948,5,48,1.0,8,6,35.0
4949,9,54,0.0,6,2,53.0
4950,2,76,0.0,4,5,55.0
4951,2,89,0.0,8,3,66.0
4952,9,92,1.0,9,5,87.0
4953,3,59,0.0,8,6,43.0
4954,8,47,0.0,8,7,39.0
4955,9,71,0.0,7,5,68.0
4956,8,86,0.0,9,3,81.0
4957,4,60,1.0,7,8,45.0
4958,1,96,0.0,9,6,75.0
4959,4,80,0.0,7,8,64.0
4960,9,58,1.0,7,2,54.0
4961,2,68,0.0,6,4,45.0
4962,3,97,1.0,8,0,75.0
4963,8,70,1.0,6,7,64.0
4964,6,93,1.0,7,0,81.0
4965,8,45,0.0,6,0,39.0
4966,7,43,1.0,8,6,38.0
4967,5,82,1.0,8,7,72.0
4968,9,68,1.0,7,2,67.0
4969,4,81,0.0,8,1,66.0
4970,6,42,1.0,6,6,32.0
4971,2,40,1.0,5,9,17.0
4972,2,83,1.0,8,4,59.0
4973,2,94,0.0,6,0,70.0
4974,7,54,1.0,6,1,41.0
4975,2,86,1.0,6,2,62.0
4976,2,60,0.0,8,5,38.0
4977,9,85,0.0,5,0,81.0
4978,7,97,0.0,7,7,88.0
4979,3,70,1.0,7,1,46.0
4980,3,46,1.0,8,4,25.0
4981,7,56,1.0,8,7,48.0
4982,5,95,1.0,4,4,81.0
4983,6,58,0.0,9,7,49.0
4984,8,78,1.0,5,5,72.0
4985,9,99,0.0,6,6,96.0
4986,1,42,1.0,9,7,17.0
4987,3,69,1.0,6,2,48.0
4988,7,74,1.0,9,4,69.0
4989,6,97,0.0,7,9,85.0
4990,7,96,0.0,9,6,85.0
4991,8,68,0.0,8,8,64.0
4992,6,89,0.0,5,5,79.0
4993,3,91,1.0,7,9,74.0
4994,2,93,1.0,9,0,69.0
4995,7,53,1.0,5,7,44.0
4996,1,74,1.0,8,5,50.0
4997,3,67,1.0,6,0,48.0
4998,4,97,0.0,4,3,77.0
4999,1,69,0.0,5,5,46.0
5000,5,65,1.0,6,9,51.0
5001,3,46,1.0,5,0,23.0
5002,2,78,1.0,5,9,56.0
5003,3,70,1.0,5,4,47.0
5004,8,44,0.0,8,2,42.0
5005,6,74,1.0,7,6,64.0
5006,7,89,1.0,5,7,80.0
5007,6,86,1.0,8,2,73.0
5008,6,91,1.0,4,9,80.0
5009,3,53,0.0,7,2,34.0
5010,8,75,1.0,8,2,69.0
5011,7,66,0.0,4,5,54.0
5012,7,63,0.0,7,5,56.0
5013,6,79,1.0,8,2,66.0
5014,5,68,1.0,4,5,53.0
5015,8,92,1.0,8,8,89.0
5016,5,84,1.0,4,7,70.0
5017,9,61,1.0,5,6,59.0
5018,9,47,0.0,5,6,41.0
5019,1,54,0.0,7,7,28.0
5020,6,88,0.0,4,6,75.0
5021,7,44,0.0,5,2,34.0
5022,3,91,0.0,7,7,68.0
5023,7,43,1.0,6,7,32.0
5024,7,50,1.0,5,0,44.0
5025,2,57,0.0,5,9,35.0
5026,7,81,1.0,9,4,74.0
5027,1,88,1.0,8,4,64.0
5028,5,69,0.0,6,0,57.0
5029,9,54,0.0,4,5,46.0
5030,7,45,0.0,7,5,36.0
5031,7,94,1.0,6,3,85.0
5032,2,92,0.0,4,5,71.0
5033,8,55,0.0,5,5,49.0
5034,3,86,1.0,9,0,71.0
5035,8,79,1.0,7,4,76.0
5036,3,48,0.0,7,1,26.0
5037,7,82,1.0,6,6,74.0
5038,2,98,0.0,8,8,78.0
5039,4,73,1.0,4,8,59.0
5040,6,66,0.0,9,8,55.0
5041,9,52,1.0,9,6,51.0
5042,5,75,1.0,6,6,57.0
5043,9,66,1.0,8,0,63.0
5044,5,48,0.0,8,5,37.0
5045,8,44,0.0,8,4,41.0
5046,1,90,0.0,7,7,67.0
5047,7,61,1.0,4,7,56.0
5048,4,70,1.0,4,3,51.0
5049,5,42,1.0,6,0,26.0
5050,6,69,0.0,5,5,56.0
5051,5,60,1.0,6,9,48.0
5052,1,74,0.0,4,0,52.0
5053,9,45,0.0,7,4,42.0
5054,2,67,0.0,6,4,41.0
5055,9,71,0.0,5,2,64.0
5056,2,81,0.0,9,4,57.0
5057,9,76,1.0,6,5,72.0
5058,6,64,1.0,8,4,52.0
5059,9,71,1.0,5,0,67.0
5060,6,74,1.0,8,6,61.0
5061,6,61,1.0,7,2,51.0
5062,2,63,1.0,4,6,42.0
5063,8,78,0.0,6,4,71.0
5064,3,93,1.0,6,2,74.0
5065,7,69,0.0,8,5,62.0
5066,5,89,0.0,8,0,76.0
5067,3,71,0.0,4,5,50.0
5068,1,70,0.0,6,3,42.0
5069,8,62,0.0,4,3,55.0
5070,3,79,1.0,8,4,60.0
5071,2,72,1.0,9,8,52.0
5072,1,64,1.0,8,0,36.0
5073,4,75,0.0,5,2,53.0
5074,8,63,1.0,8,3,54.0
5075,3,70,1.0,8,1,47.0
5076,1,97,0.0,9,8,70.0
5077,4,78,0.0,4,6,62.0
5078,9,85,1.0,5,0,82.0
5079,1,52,0.0,5,8,26.0
5080,2,49,0.0,6,5,25.0
5081,9,62,0.0,9,1,55.0
5082,2,57,1.0,7,0,34.0
5083,3,71,0.0,6,5,51.0
5084,7,72,0.0,6,6,63.0
5085,3,75,0.0,6,9,54.0
5086,9,67,0.0,5,5,62.0
5087,6,55,0.0,4,6,43.0
5088,3,55,1.0,8,5,34.0
5089,9,57,1.0,5,7,56.0
5090,1,47,0.0,8,1,24.0
5091,3,81,0.0,8,8,65.0
5092,1,55,1.0,7,8,31.0
5093,2,94,1.0,6,8,72.0
5094,8,95,0.0,7,6,90.0
5095,7,50,0.0,6,8,43.0
5096,2,45,1.0,5,0,23.0
5097,2,40,0.0,8,2,18.0
5098,9,51,0.0,7,1,44.0
5099,6,96,1.0,9,0,84.0
5100,5,77,1.0,5,4,62.0
5101,6,67,1.0,5,0,56.0
5102,9,84,1.0,9,2,87.0
5103,7,97,0.0,6,5,89.0
5104,9,56,0.0,8,5,55.0
5105,4,40,0.0,6,2,18.0
5106,2,71,0.0,6,3,46.0
5107,8,47,1.0,5,6,42.0
5108,4,93,1.0,6,5,72.0
5109,9,79,0.0,4,1,75.0
5110,4,95,0.0,9,8,79.0
5111,8,82,0.0,9,5,78.0
5112,9,85,1.0,8,1,81.0
5113,9,63,1.0,9,6,63.0
5114,4,49,1.0,6,9,35.0
5115,1,86,0.0,6,9,63.0
5116,3,78,0.0,7,3,59.0
5117,9,78,0.0,8,0,76.0
5118,4,49,1.0,8,9,33.0
5119,5,75,0.0,9,8,62.0
5120,7,64,1.0,6,9,58.0
5121,5,99,0.0,4,7,82.0
5122,4,89,0.0,7,4,73.0
5123,2,98,1.0,4,2,75.0
5124,2,96,1.0,6,3,71.0
5125,4,49,0.0,8,2,30.0
5126,9,58,1.0,8,9,58.0
5127,8,85,1.0,4,7,80.0
5128,3,84,1.0,5,4,65.0
5129,9,54,1.0,6,7,51.0
5130,5,55,1.0,8,0,44.0
5131,3,41,0.0,9,8,23.0
5132,5,68,0.0,5,9,56.0
5133,4,43,0.0,8,2,25.0
5134,8,92,0.0,9,0,89.0
5135,5,89,1.0,8,2,75.0
5136,8,68,0.0,5,1,60.0
5137,9,70,1.0,4,6,64.0
5138,4,56,0.0,6,9,40.0
5139,7,49,0.0,5,3,37.0
5140,2,66,1.0,5,6,42.0
5141,6,92,0.0,8,2,78.0
5142,8,80,0.0,9,5,72.0
5143,7,54,0.0,5,6,44.0
5144,7,99,0.0,6,6,89.0
5145,8,83,0.0,4,4,77.0
5146,7,70,0.0,9,5,62.0
5147,5,60,0.0,4,2,46.0
5148,7,99,1.0,4,3,94.0
5149,3,98,0.0,6,5,80.0
5150,5,97,0.0,8,2,83.0
5151,7,80,0.0,9,6,74.0
5152,9,85,0.0,9,2,85.0
5153,2,84,0.0,6,8,61.0
5154,4,99,0.0,9,3,85.0
5155,7,65,1.0,5,1,58.0
5156,1,77,0.0,7,5,52.0
5157,2,90,0.0,7,8,69.0
5158,9,75,1.0,7,9,78.0
5159,7,91,1.0,4,9,82.0
5160,7,56,0.0,9,1,47.0
5161,6,90,0.0,6,3,79.0
5162,3,42,0.0,9,4,21.0
5163,3,53,1.0,6,8,33.0
5164,2,88,1.0,9,6,65.0
5165,6,52,0.0,4,4,35.0
5166,4,80,0.0,5,5,63.0
5167,5,66,1.0,7,8,50.0
5168,3,40,1.0,7,3,18.0
5169,6,96,1.0,9,1,88.0
5170,3,56,1.0,4,4,35.0
5171,8,87,0.0,7,6,82.0
5172,9,89,1.0,9,3,87.0
5173,4,73,1.0,8,0,59.0
5174,9,53,0.0,9,7,56.0
5175,7,93,1.0,6,4,86.0
5176,3,94,0.0,7,9,70.0
5177,7,98,1.0,7,1,90.0
5178,1,56,0.0,8,2,28.0
5179,3,42,1.0,5,9,21.0
5180,6,73,0.0,9,9,64.0
5181,4,79,0.0,5,4,61.0
5182,7,64,1.0,9,3,54.0
5183,3,41,0.0,8,8,20.0
5184,1,73,0.0,5,8,49.0
5185,9,65,1.0,4,7,65.0
5186,6,70,0.0,8,1,61.0
5187,8,48,0.0,9,4,40.0
5188,3,69,1.0,6,7,49.0
5189,8,59,1.0,6,7,52.0
5190,2,60,0.0,6,6,38.0
5191,4,68,0.0,9,3,51.0
5192,3,98,0.0,7,2,76.0
5193,1,64,0.0,8,7,42.0
5194,7,77,0.0,8,7,68.0
5195,2,97,1.0,5,9,77.0
5196,4,83,0.0,8,4,65.0
5197,9,64,1.0,8,2,63.0
5198,6,48,1.0,5,4,35.0
5199,8,78,1.0,8,3,71.0
5200,2,83,1.0,8,7,64.0
5201,7,65,0.0,4,1,53.0
5202,6,96,0.0,9,7,87.0
5203,9,76,0.0,5,9,71.0
5204,7,55,1.0,4,5,43.0
5205,1,76,1.0,7,3,54.0
5206,8,51,0.0,5,2,44.0
5207,3,63,1.0,9,9,45.0
5208,2,65,0.0,8,4,42.0
5209,3,59,1.0,8,5,38.0
5210,6,48,1.0,4,0,36.0
5211,3,62,1.0,4,0,43.0
5212,5,78,1.0,7,9,67.0
5213,6,68,1.0,7,2,58.0
5214,8,70,1.0,9,1,64.0
5215,7,58,1.0,8,0,51.0
5216,8,59,0.0,6,7,57.0
5217,3,62,0.0,7,0,40.0
5218,4,82,1.0,8,9,68.0
5219,6,66,1.0,7,7,58.0
5220,7,69,0.0,5,4,63.0
5221,9,60,1.0,4,3,56.0
5222,1,83,0.0,8,7,60.0
5223,8,74,0.0,7,7,68.0
5224,8,88,0.0,4,7,82.0
5225,6,46,0.0,6,2,33.0
5226,4,61,0.0,7,7,47.0
5227,3,49,1.0,8,0,32.0
5228,3,62,1.0,5,3,39.0
5229,6,54,0.0,4,4,41.0
5230,8,69,1.0,4,5,61.0
5231,7,73,0.0,5,4,63.0
5232,1,52,1.0,8,4,27.0
5233,6,99,1.0,9,4,88.0
5234,7,43,1.0,6,8,35.0
5235,7,57,1.0,9,9,48.0
5236,9,95,1.0,5,9,95.0
5237,5,62,1.0,6,2,48.0
5238,1,72,1.0,8,1,45.0
5239,2,73,1.0,7,9,49.0
5240,4,73,0.0,7,1,57.0
5241,5,75,0.0,9,7,61.0
5242,9,74,1.0,8,4,75.0
5243,1,56,1.0,6,4,26.0
5244,3,67,1.0,9,5,47.0
5245,5,53,0.0,5,8,37.0
5246,3,73,1.0,9,6,55.0
5247,4,87,1.0,8,4,73.0
5248,3,50,0.0,8,4,30.0
5249,4,96,0.0,7,9,80.0
5250,1,52,0.0,5,8,24.0
5251,8,72,1.0,7,8,66.0
5252,4,96,0.0,6,1,77.0
5253,7,94,1.0,6,6,86.0
5254,2,41,0.0,4,9,13.0
5255,2,73,1.0,8,0,52.0
5256,6,92,1.0,5,3,80.0
5257,2,68,1.0,5,1,44.0
5258,6,76,0.0,7,9,68.0
5259,2,43,1.0,9,8,23.0
5260,4,51,1.0,9,5,36.0
5261,7,65,1.0,7,3,58.0
5262,8,97,0.0,9,2,91.0
5263,3,67,1.0,5,3,48.0
5264,9,42,1.0,7,1,40.0
5265,2,59,1.0,9,4,33.0
5266,8,49,1.0,4,8,46.0
5267,8,91,0.0,8,5,87.0
5268,4,57,1.0,4,1,39.0
5269,1,92,0.0,9,5,70.0
5270,1,92,0.0,6,8,67.0
5271,2,92,1.0,5,3,68.0
5272,9,66,0.0,4,0,61.0
5273,2,70,0.0,4,1,51.0
5274,2,66,0.0,7,4,43.0
5275,6,81,1.0,7,9,70.0
5276,7,40,0.0,7,6,34.0
5277,7,45,0.0,9,7,33.0
5278,9,50,1.0,6,2,46.0
5279,6,73,1.0,4,8,60.0
5280,8,78,0.0,8,1,73.0
5281,6,59,0.0,7,3,47.0
5282,2,92,0.0,6,3,67.0
5283,1,60,1.0,9,5,37.0
5284,5,60,0.0,6,9,44.0
5285,9,57,1.0,7,5,55.0
5286,8,60,0.0,5,2,52.0
5287,4,58,0.0,4,8,42.0
5288,5,43,1.0,7,4,28.0
5289,5,52,0.0,8,1,31.0
5290,6,57,1.0,4,5,42.0
5291,3,91,0.0,6,2,71.0
5292,5,68,1.0,8,7,54.0
5293,2,64,1.0,4,2,42.0
5294,1,95,0.0,8,4,68.0
5295,1,52,1.0,6,3,27.0
5296,7,66,0.0,7,3,59.0
5297,2,99,1.0,8,1,77.0
5298,4,58,1.0,7,7,43.0
5299,5,88,1.0,6,2,73.0
5300,7,40,0.0,6,3,31.0
5301,2,77,1.0,8,5,55.0
5302,6,58,1.0,8,8,49.0
5303,1,91,1.0,6,3,65.0
5304,7,40,0.0,8,2,30.0
5305,9,79,0.0,8,4,75.0
5306,5,56,1.0,8,8,43.0
5307,5,60,1.0,9,0,49.0
5308,4,61,0.0,8,4,44.0
5309,3,54,1.0,4,3,35.0
5310,9,89,1.0,6,4,88.0
5311,5,78,1.0,6,6,65.0
5312,8,87,1.0,5,6,82.0
5313,9,78,1.0,7,6,76.0
5314,5,71,1.0,5,0,54.0
5315,9,88,0.0,8,8,90.0
5316,2,43,1.0,8,6,23.0
5317,9,83,1.0,4,3,79.0
5318,4,84,0.0,4,3,65.0
5319,6,71,0.0,4,1,59.0
5320,6,43,0.0,4,5,28.0
5321,6,92,0.0,4,9,79.0
5322,2,40,1.0,4,2,11.0
5323,7,72,0.0,4,0,61.0
5324,6,46,1.0,4,4,36.0
5325,1,48,0.0,9,5,22.0
5326,2,40,0.0,4,4,20.0
5327,7,55,0.0,6,4,45.0
5328,1,57,1.0,4,9,32.0
5329,1,93,0.0,7,7,68.0
5330,1,86,0.0,4,9,55.0
5331,8,45,0.0,9,0,38.0
5332,4,41,1.0,8,7,23.0
5333,4,48,1.0,9,6,33.0
5334,2,43,0.0,9,0,22.0
5335,1,84,1.0,8,8,60.0
5336,9,62,0.0,4,3,58.0
5337,7,93,1.0,4,6,84.0
5338,4,82,0.0,8,2,67.0
5339,6,84,1.0,7,7,79.0
5340,2,82,0.0,5,3,61.0
5341,7,90,1.0,6,1,80.0
5342,2,47,1.0,8,1,27.0
5343,8,78,0.0,4,7,72.0
5344,8,64,0.0,6,7,61.0
5345,1,55,1.0,4,0,25.0
5346,8,74,0.0,5,5,67.0
5347,2,56,0.0,5,8,33.0
5348,6,57,0.0,8,8,46.0
5349,1,99,0.0,6,1,73.0
5350,5,66,1.0,9,7,54.0
5351,7,54,0.0,6,7,44.0
5352,1,99,1.0,9,3,74.0
5353,2,56,1.0,5,3,31.0
5354,7,82,0.0,4,4,73.0
5355,6,44,0.0,9,9,34.0
5356,3,55,1.0,9,6,36.0
5357,2,54,0.0,8,0,27.0
5358,4,81,0.0,7,8,66.0
5359,3,85,1.0,5,2,66.0
5360,7,73,1.0,9,3,64.0
5361,8,87,1.0,5,6,82.0
5362,2,58,0.0,8,4,34.0
5363,7,47,0.0,4,4,38.0
5364,8,86,1.0,6,0,79.0
5365,6,49,1.0,5,1,35.0
5366,6,44,0.0,8,4,33.0
5367,1,91,0.0,8,1,65.0
5368,4,87,0.0,8,0,69.0
5369,1,92,1.0,6,9,66.0
5370,4,65,0.0,5,2,45.0
5371,2,61,0.0,9,0,37.0
5372,5,83,1.0,8,9,71.0
5373,9,62,0.0,6,7,59.0
5374,3,52,1.0,4,7,32.0
5375,8,48,0.0,7,7,40.0
5376,3,88,1.0,5,6,73.0
5377,6,59,1.0,6,6,48.0
5378,4,67,1.0,7,1,52.0
5379,8,83,0.0,7,8,79.0
5380,6,96,0.0,6,6,85.0
5381,8,76,0.0,9,4,72.0
5382,1,63,0.0,9,3,39.0
5383,6,83,1.0,6,7,72.0
5384,1,72,0.0,6,4,51.0
5385,1,59,0.0,8,5,36.0
5386,8,99,1.0,4,3,89.0
5387,7,87,1.0,9,1,82.0
5388,3,69,1.0,8,6,51.0
5389,6,83,1.0,7,1,75.0
5390,9,48,0.0,7,6,44.0
5391,7,84,1.0,7,6,72.0
5392,3,88,0.0,6,0,66.0
5393,6,56,0.0,5,9,41.0
5394,4,75,1.0,8,9,59.0
5395,3,53,1.0,5,2,31.0
5396,9,58,1.0,4,2,54.0
5397,2,46,1.0,4,5,23.0
5398,1,98,1.0,8,2,75.0
5399,2,42,0.0,7,8,21.0
5400,7,72,1.0,9,4,69.0
5401,1,83,0.0,4,5,56.0
5402,6,71,1.0,5,5,60.0
5403,7,86,0.0,5,7,79.0
5404,9,50,0.0,9,9,47.0
5405,8,81,0.0,6,2,72.0
5406,6,41,1.0,7,8,31.0
5407,3,65,1.0,6,6,45.0
5408,8,43,1.0,8,5,40.0
5409,7,56,0.0,4,0,46.0
5410,3,56,0.0,9,3,38.0
5411,9,67,1.0,9,4,64.0
5412,2,69,1.0,9,1,46.0
5413,3,79,0.0,6,0,58.0
5414,2,62,0.0,6,1,37.0
5415,1,85,1.0,8,7,62.0
5416,4,63,1.0,5,9,49.0
5417,5,68,1.0,5,5,53.0
5418,6,43,0.0,8,9,30.0
5419,5,77,0.0,9,1,59.0
5420,1,68,1.0,5,8,40.0
5421,3,58,1.0,8,7,37.0
5422,1,66,1.0,5,3,41.0
5423,5,68,1.0,8,9,56.0
5424,5,95,1.0,5,6,81.0
5425,6,75,0.0,9,2,66.0
5426,8,74,1.0,6,5,71.0
5427,1,91,0.0,6,2,64.0
5428,4,45,0.0,9,9,31.0
5429,1,98,0.0,5,2,72.0
5430,9,62,0.0,9,8,57.0
5431,7,78,0.0,8,5,67.0
5432,7,85,0.0,6,7,76.0
5433,5,83,0.0,4,3,68.0
5434,7,87,0.0,5,3,78.0
5435,2,91,1.0,4,7,68.0
5436,4,47,1.0,4,6,25.0
5437,7,94,1.0,7,4,86.0
5438,3,41,1.0,4,1,15.0
5439,2,52,1.0,4,5,28.0
5440,2,79,0.0,9,0,58.0
5441,1,96,0.0,7,6,72.0
5442,5,60,0.0,7,8,45.0
5443,6,70,0.0,7,4,59.0
5444,6,91,0.0,8,4,78.0
5445,9,87,1.0,7,6,84.0
5446,4,75,1.0,9,4,56.0
5447,1,87,0.0,8,9,62.0
5448,6,91,1.0,5,3,78.0
5449,5,77,1.0,8,0,62.0
5450,6,66,1.0,5,5,54.0
5451,3,75,1.0,7,8,57.0
5452,2,87,1.0,7,3,61.0
5453,6,62,0.0,5,9,49.0
5454,1,94,1.0,6,3,71.0
5455,7,60,1.0,9,4,55.0
5456,7,52,0.0,8,5,44.0
5457,7,76,0.0,9,2,68.0
5458,1,86,0.0,9,8,60.0
5459,4,65,0.0,4,0,45.0
5460,7,79,0.0,7,5,72.0
5461,9,46,0.0,8,5,41.0
5462,5,85,0.0,9,7,73.0
5463,2,78,0.0,8,4,57.0
5464,7,61,1.0,9,8,55.0
5465,1,78,0.0,7,8,53.0
5466,7,62,0.0,9,1,53.0
5467,6,97,1.0,5,4,87.0
5468,7,69,0.0,7,6,61.0
5469,3,57,0.0,8,1,38.0
5470,3,81,0.0,6,6,60.0
5471,7,57,0.0,9,8,49.0
5472,2,85,1.0,5,7,64.0
5473,1,49,1.0,7,9,23.0
5474,9,78,0.0,4,8,72.0
5475,9,69,1.0,7,3,71.0
5476,7,65,1.0,8,7,59.0
5477,7,46,1.0,8,8,38.0
5478,3,46,1.0,4,9,24.0
5479,2,44,1.0,5,1,18.0
5480,7,40,1.0,8,9,33.0
5481,9,85,0.0,5,2,81.0
5482,1,57,0.0,5,0,30.0
5483,4,52,1.0,7,0,32.0
5484,6,64,1.0,5,9,50.0
5485,7,79,1.0,9,5,73.0
5486,7,47,0.0,8,0,38.0
5487,2,49,0.0,8,4,28.0
5488,4,71,0.0,6,5,57.0
5489,5,56,0.0,5,8,41.0
5490,1,77,0.0,6,5,52.0
5491,1,54,0.0,7,3,26.0
5492,3,54,1.0,6,0,28.0
5493,3,96,0.0,5,5,74.0
5494,8,87,0.0,8,6,81.0
5495,9,79,0.0,7,4,81.0
5496,1,90,1.0,5,5,61.0
5497,2,59,0.0,7,9,38.0
5498,2,54,1.0,4,7,29.0
5499,4,74,1.0,5,0,57.0
5500,2,45,0.0,4,7,21.0
5501,7,69,0.0,6,1,57.0
5502,9,96,0.0,5,1,94.0
5503,7,47,1.0,4,7,39.0
5504,6,70,0.0,9,1,59.0
5505,1,87,1.0,8,7,64.0
5506,9,86,1.0,6,4,83.0
5507,5,71,0.0,5,8,53.0
5508,5,84,0.0,5,8,70.0
5509,6,97,0.0,8,7,92.0
5510,9,91,1.0,8,8,92.0
5511,8,54,0.0,4,6,47.0
5512,8,57,1.0,4,7,51.0
5513,8,52,0.0,4,5,45.0
5514,1,63,1.0,7,8,34.0
5515,1,79,0.0,6,1,50.0
5516,8,53,0.0,5,2,45.0
5517,5,67,1.0,6,1,54.0
5518,9,50,1.0,8,5,52.0
5519,2,45,0.0,9,2,20.0
5520,9,95,1.0,6,0,93.0
5521,8,64,1.0,6,3,53.0
5522,9,40,1.0,4,4,35.0
5523,4,64,1.0,8,3,48.0
5524,1,41,0.0,6,5,18.0
5525,1,71,1.0,5,2,43.0
5526,5,52,0.0,4,9,36.0
5527,2,72,0.0,6,5,51.0
5528,8,71,0.0,8,9,65.0
5529,5,95,1.0,9,0,81.0
5530,5,63,0.0,5,5,45.0
5531,2,66,0.0,9,7,46.0
5532,7,43,0.0,8,9,32.0
5533,8,63,0.0,8,7,60.0
5534,1,62,0.0,8,0,33.0
5535,2,68,1.0,9,6,45.0
5536,4,73,0.0,7,9,54.0
5537,5,60,1.0,5,9,46.0
5538,2,69,0.0,8,3,49.0
5539,1,65,0.0,7,5,38.0
5540,9,59,1.0,4,5,53.0
5541,1,55,1.0,7,4,30.0
5542,4,42,0.0,4,9,24.0
5543,2,88,0.0,9,8,69.0
5544,4,76,0.0,7,9,57.0
5545,8,97,0.0,9,7,94.0
5546,8,79,0.0,8,5,77.0
5547,9,83,1.0,7,3,79.0
5548,5,64,0.0,7,3,50.0
5549,7,62,0.0,8,8,52.0
5550,3,83,1.0,4,3,64.0
5551,4,98,1.0,8,6,86.0
5552,9,40,0.0,5,5,33.0
5553,1,72,1.0,7,1,47.0
5554,2,54,1.0,5,4,31.0
5555,5,56,1.0,8,2,42.0
5556,3,73,0.0,9,8,54.0
5557,2,56,0.0,8,9,33.0
5558,1,91,0.0,6,0,61.0
5559,3,97,1.0,5,9,78.0
5560,1,80,0.0,6,3,55.0
5561,1,83,0.0,5,3,59.0
5562,1,43,1.0,9,8,20.0
5563,8,52,0.0,6,0,43.0
5564,3,43,1.0,6,1,19.0
5565,1,46,1.0,5,0,17.0
5566,7,85,1.0,8,0,73.0
5567,3,98,1.0,4,0,72.0
5568,8,48,0.0,8,2,39.0
5569,4,62,0.0,4,3,44.0
5570,4,72,0.0,5,9,52.0
5571,5,72,1.0,7,1,58.0
5572,6,59,0.0,8,0,45.0
5573,7,43,0.0,6,4,36.0
5574,4,40,1.0,8,5,22.0
5575,8,93,1.0,5,1,86.0
5576,6,81,0.0,7,2,68.0
5577,1,73,1.0,7,9,47.0
5578,1,66,0.0,8,2,40.0
5579,9,60,1.0,8,1,58.0
5580,6,63,1.0,9,3,53.0
5581,8,54,0.0,8,4,46.0
5582,7,74,1.0,5,7,66.0
5583,6,64,1.0,4,5,49.0
5584,4,94,1.0,9,8,77.0
5585,7,48,0.0,4,2,36.0
5586,9,56,0.0,6,9,55.0
5587,7,60,0.0,5,8,49.0
5588,1,99,1.0,9,3,76.0
5589,9,52,1.0,7,7,45.0
5590,4,42,1.0,9,9,28.0
5591,3,43,1.0,6,6,25.0
5592,4,43,0.0,7,6,27.0
5593,4,82,0.0,9,8,67.0
5594,2,67,1.0,7,9,44.0
5595,1,46,0.0,8,1,18.0
5596,1,65,0.0,7,4,37.0
5597,8,50,0.0,9,2,43.0
5598,2,63,1.0,7,6,43.0
5599,5,82,0.0,5,2,66.0
5600,4,49,0.0,8,4,34.0
5601,8,76,0.0,8,4,77.0
5602,2,52,0.0,6,1,31.0
5603,9,83,0.0,8,0,80.0
5604,7,81,1.0,4,5,71.0
5605,7,78,0.0,5,0,69.0
5606,1,58,0.0,6,8,34.0
5607,2,90,1.0,4,9,69.0
5608,4,58,0.0,7,4,44.0
5609,4,51,1.0,4,0,30.0
5610,3,91,1.0,6,7,73.0
5611,7,61,1.0,8,0,52.0
5612,8,86,1.0,5,3,81.0
5613,2,76,0.0,6,6,52.0
5614,4,95,0.0,4,3,77.0
5615,3,69,1.0,4,4,44.0
5616,2,85,0.0,6,6,62.0
5617,6,51,1.0,9,3,44.0
5618,4,68,0.0,9,4,51.0
5619,6,60,0.0,6,6,48.0
5620,2,50,1.0,9,0,30.0
5621,4,99,0.0,6,2,82.0
5622,6,76,1.0,8,0,61.0
5623,5,87,0.0,6,2,72.0
5624,3,97,0.0,7,1,78.0
5625,8,57,0.0,5,4,53.0
5626,7,83,1.0,5,9,78.0
5627,3,98,1.0,7,4,79.0
5628,6,66,1.0,4,9,56.0
5629,4,76,0.0,4,8,58.0
5630,5,87,1.0,4,7,72.0
5631,5,51,1.0,4,2,37.0
5632,7,62,1.0,8,0,56.0
5633,5,73,0.0,7,4,59.0
5634,3,77,0.0,5,2,54.0
5635,5,62,0.0,7,4,47.0
5636,7,92,0.0,5,8,84.0
5637,5,64,1.0,4,0,50.0
5638,5,43,0.0,8,0,27.0
5639,9,69,1.0,6,8,67.0
5640,3,69,0.0,6,2,48.0
5641,6,52,1.0,9,9,42.0
5642,1,81,1.0,4,4,55.0
5643,5,88,0.0,4,8,73.0
5644,8,53,1.0,7,4,46.0
5645,5,95,1.0,8,2,81.0
5646,9,86,1.0,8,8,82.0
5647,6,47,1.0,7,6,35.0
5648,8,94,0.0,8,6,92.0
5649,8,63,0.0,8,7,59.0
5650,3,57,1.0,6,4,35.0
5651,7,74,0.0,8,1,65.0
5652,7,64,1.0,4,8,53.0
5653,6,56,1.0,6,2,45.0
5654,7,71,0.0,4,1,61.0
5655,2,95,1.0,4,9,74.0
5656,9,63,0.0,7,9,60.0
5657,1,46,1.0,9,4,23.0
5658,1,52,0.0,8,7,25.0
5659,3,66,0.0,8,2,45.0
5660,3,87,1.0,8,5,68.0
5661,1,44,0.0,8,8,21.0
5662,7,75,1.0,6,1,65.0
5663,4,65,0.0,5,7,45.0
5664,2,81,1.0,4,9,58.0
5665,5,84,0.0,9,6,76.0
5666,6,70,0.0,9,2,57.0
5667,9,49,0.0,5,0,46.0
5668,4,85,1.0,5,5,68.0
5669,2,65,0.0,5,1,40.0
5670,5,61,1.0,6,2,45.0
5671,3,51,0.0,5,4,31.0
5672,2,71,0.0,6,7,50.0
5673,1,66,1.0,7,1,43.0
5674,2,72,0.0,7,5,50.0
5675,6,92,1.0,9,0,80.0
5676,8,91,1.0,7,6,90.0
5677,3,59,1.0,6,3,38.0
5678,9,78,1.0,6,0,73.0
5679,9,80,1.0,4,8,78.0
5680,2,79,0.0,5,8,54.0
5681,8,98,1.0,8,2,92.0
